Date,open,high,low,close,adjclose,volume,ticker,Date,Year,Month,Day,day_of_week
2003-09-30,102.30000305175781,102.73999786376953,102.29000091552734,102.69999694824219,57.482051849365234,62600,AGG,2003-09-30,2003,9,30,1
2003-10-31,101.9000015258789,101.9000015258789,101.4000015258789,101.73999786376953,56.9447135925293,31000,AGG,2003-10-31,2003,10,31,4
2003-11-28,101.75,101.75,101.72000122070312,101.72000122070312,57.13515090942383,22900,AGG,2003-11-28,2003,11,28,4
2003-12-31,102.0,102.1500015258789,102.0,102.1500015258789,57.69462966918945,51900,AGG,2003-12-31,2003,12,31,2
2004-01-30,102.83000183105469,102.83000183105469,102.5,102.5999984741211,57.94879150390625,105300,AGG,2004-01-30,2004,1,30,4
2004-02-27,103.48999786376953,103.5199966430664,103.27999877929688,103.48999786376953,58.61030960083008,34100,AGG,2004-02-27,2004,2,27,4
2004-03-31,103.80000305175781,104.08000183105469,103.69999694824219,103.94999694824219,59.01102828979492,105100,AGG,2004-03-31,2004,3,31,2
2004-04-30,100.94000244140625,101.04000091552734,100.75,100.77999877929688,57.35493469238281,64200,AGG,2004-04-30,2004,4,30,4
2004-05-28,100.54000091552734,100.54000091552734,100.05000305175781,100.12999725341797,57.13808822631836,54900,AGG,2004-05-28,2004,5,28,4
2004-06-30,100.13999938964844,100.55000305175781,100.08999633789062,100.54000091552734,57.55426025390625,23300,AGG,2004-06-30,2004,6,30,2
2004-07-30,100.70999908447266,101.16999816894531,100.70999908447266,101.1500015258789,58.08660888671875,31300,AGG,2004-07-30,2004,7,30,4
2004-08-31,102.66000366210938,102.88999938964844,102.41000366210938,102.45999908447266,59.02680206298828,386200,AGG,2004-08-31,2004,8,31,1
2004-09-30,102.58999633789062,102.69000244140625,102.30999755859375,102.66999816894531,59.3319206237793,60700,AGG,2004-09-30,2004,9,30,3
2004-10-29,103.1500015258789,103.25,102.9800033569336,103.23999786376953,59.84609603881836,61600,AGG,2004-10-29,2004,10,29,4
2004-11-30,102.12000274658203,102.2300033569336,101.97000122070312,102.19999694824219,59.40373229980469,108000,AGG,2004-11-30,2004,11,30,1
2004-12-31,102.36000061035156,102.58999633789062,102.25,102.4000015258789,59.877403259277344,135300,AGG,2004-12-31,2004,12,31,4
2005-01-31,103.0199966430664,103.0199966430664,102.75,102.9000015258789,60.169795989990234,113800,AGG,2005-01-31,2005,1,31,0
2005-02-28,102.4800033569336,102.5,102.05999755859375,102.20999908447266,59.946327209472656,359800,AGG,2005-02-28,2005,2,28,0
2005-03-31,101.2300033569336,101.2699966430664,100.80000305175781,100.93000030517578,59.362281799316406,128100,AGG,2005-03-31,2005,3,31,3
2005-04-29,102.30999755859375,102.44999694824219,102.05000305175781,102.31999969482422,60.38505172729492,151000,AGG,2005-04-29,2005,4,29,4
2005-05-31,102.80000305175781,102.9000015258789,102.5999984741211,102.83000183105469,60.884765625,65400,AGG,2005-05-31,2005,5,31,1
2005-06-30,103.19000244140625,103.37999725341797,102.98999786376953,103.37999725341797,61.418243408203125,123000,AGG,2005-06-30,2005,6,30,3
2005-07-29,102.13999938964844,102.13999938964844,101.80999755859375,101.9800033569336,60.78232192993164,106000,AGG,2005-07-29,2005,7,29,4
2005-08-31,102.69000244140625,102.91000366210938,102.43000030517578,102.8499984741211,61.50042724609375,112200,AGG,2005-08-31,2005,8,31,2
2005-09-30,101.69000244140625,101.76000213623047,101.33999633789062,101.55000305175781,60.92448425292969,127300,AGG,2005-09-30,2005,9,30,4
2005-10-31,100.0999984741211,100.43000030517578,100.05999755859375,100.20999908447266,60.32075881958008,91300,AGG,2005-10-31,2005,10,31,0
2005-11-30,100.5199966430664,100.52999877929688,100.08000183105469,100.22000122070312,60.54673767089844,158200,AGG,2005-11-30,2005,11,30,2
2005-12-30,100.55999755859375,100.76000213623047,100.27999877929688,100.58999633789062,61.2333869934082,141000,AGG,2005-12-30,2005,12,30,4
2006-01-31,100.51000213623047,100.5999984741211,100.25,100.52999877929688,61.19687271118164,174300,AGG,2006-01-31,2006,1,31,1
2006-02-28,100.45999908447266,100.56999969482422,100.30000305175781,100.31999969482422,61.295291900634766,169000,AGG,2006-02-28,2006,2,28,1
2006-03-31,98.91000366210938,99.16999816894531,98.91000366210938,99.08000183105469,60.7635383605957,154000,AGG,2006-03-31,2006,3,31,4
2006-04-28,98.44000244140625,98.55000305175781,98.20999908447266,98.55000305175781,60.67306900024414,219900,AGG,2006-04-28,2006,4,28,4
2006-05-31,98.30999755859375,98.30999755859375,97.91000366210938,97.9800033569336,60.552520751953125,415500,AGG,2006-05-31,2006,5,31,2
2006-06-30,97.55000305175781,97.62000274658203,97.4000015258789,97.44000244140625,60.455101013183594,187400,AGG,2006-06-30,2006,6,30,4
2006-07-31,98.5,98.61000061035156,98.4000015258789,98.4000015258789,61.29484558105469,491100,AGG,2006-07-31,2006,7,31,0
2006-08-31,99.48999786376953,99.72000122070312,99.45999908447266,99.55000305175781,62.26997375488281,169200,AGG,2006-08-31,2006,8,31,3
2006-09-29,100.22000122070312,100.3499984741211,100.08000183105469,100.16000366210938,62.89984130859375,414400,AGG,2006-09-29,2006,9,29,4
2006-10-31,100.05999755859375,100.43000030517578,100.0199966430664,100.43000030517578,63.331153869628906,189800,AGG,2006-10-31,2006,10,31,1
2006-11-30,100.94000244140625,101.12999725341797,100.86000061035156,101.06999969482422,64.00373077392578,210500,AGG,2006-11-30,2006,11,30,3
2006-12-29,99.7300033569336,99.7300033569336,99.61000061035156,99.69999694824219,63.61936950683594,278800,AGG,2006-12-29,2006,12,29,4
2007-01-31,99.51000213623047,99.81999969482422,99.44999694824219,99.62999725341797,63.57474136352539,386400,AGG,2007-01-31,2007,1,31,2
2007-02-28,100.91999816894531,100.95999908447266,100.62000274658203,100.8499984741211,64.60800170898438,533700,AGG,2007-02-28,2007,2,28,2
2007-03-30,100.41999816894531,100.43000030517578,100.06999969482422,100.26000213623047,64.48202514648438,435200,AGG,2007-03-30,2007,3,30,4
2007-04-30,100.30000305175781,100.45999908447266,100.23999786376953,100.45999908447266,64.86223602294922,298600,AGG,2007-04-30,2007,4,30,0
2007-05-31,99.25,99.3499984741211,99.12000274658203,99.16000366210938,64.26730346679688,506000,AGG,2007-05-31,2007,5,31,3
2007-06-29,98.30999755859375,98.45999908447266,98.18000030517578,98.36000061035156,64.02518463134766,506700,AGG,2007-06-29,2007,6,29,4
2007-07-31,98.62999725341797,99.01000213623047,98.5999984741211,98.98999786376953,64.71223449707031,529100,AGG,2007-07-31,2007,7,31,1
2007-08-31,99.69999694824219,100.08999633789062,99.5199966430664,99.81999969482422,65.54019927978516,201000,AGG,2007-08-31,2007,8,31,4
2007-09-28,99.9800033569336,100.26000213623047,99.80999755859375,100.0199966430664,65.95494079589844,336100,AGG,2007-09-28,2007,9,28,4
2007-10-31,100.55999755859375,100.86000061035156,100.41000366210938,100.61000061035156,66.61981201171875,767000,AGG,2007-10-31,2007,10,31,2
2007-11-30,101.5199966430664,102.11000061035156,101.27999877929688,102.0,67.82123565673828,1734300,AGG,2007-11-30,2007,11,30,4
2007-12-31,101.31999969482422,101.37999725341797,100.8499984741211,101.16999816894531,67.8149642944336,708000,AGG,2007-12-31,2007,12,31,0
2008-01-31,103.4800033569336,103.62000274658203,103.06999969482422,103.51000213623047,69.38356018066406,649200,AGG,2008-01-31,2008,1,31,3
2008-02-29,102.9000015258789,103.30000305175781,102.48999786376953,102.93000030517578,69.27245330810547,922900,AGG,2008-02-29,2008,2,29,4
2008-03-31,102.94000244140625,103.1500015258789,102.68000030517578,102.68000030517578,69.36229705810547,555900,AGG,2008-03-31,2008,3,31,0
2008-04-30,101.97000122070312,102.5999984741211,101.4800033569336,102.5999984741211,69.58955383300781,813300,AGG,2008-04-30,2008,4,30,2
2008-05-30,100.95999908447266,101.2699966430664,100.8499984741211,100.9800033569336,68.70906829833984,1132500,AGG,2008-05-30,2008,5,30,4
2008-06-30,100.66000366210938,100.76000213623047,100.36000061035156,100.4000015258789,68.58197021484375,639600,AGG,2008-06-30,2008,6,30,0
2008-07-31,100.37000274658203,100.6500015258789,100.11000061035156,100.41000366210938,68.85216522216797,559600,AGG,2008-07-31,2008,7,31,3
2008-08-29,101.26000213623047,101.26000213623047,100.41999816894531,100.75,69.3630142211914,701500,AGG,2008-08-29,2008,8,29,4
2008-09-30,98.25,99.29000091552734,97.02999877929688,98.58999633789062,68.14241027832031,655400,AGG,2008-09-30,2008,9,30,1
2008-10-31,95.54000091552734,96.30000305175781,95.11000061035156,95.95999908447266,66.58805847167969,732700,AGG,2008-10-31,2008,10,31,4
2008-11-28,98.93000030517578,99.26000213623047,98.0999984741211,98.44999694824219,68.60186004638672,294800,AGG,2008-11-28,2008,11,28,4
2008-12-31,104.23999786376953,104.33000183105469,103.54000091552734,104.19999694824219,73.1723861694336,611900,AGG,2008-12-31,2008,12,31,2
2009-01-30,101.6500015258789,102.33000183105469,101.62999725341797,102.12999725341797,71.71876525878906,608300,AGG,2009-01-30,2009,1,30,4
2009-02-27,100.62000274658203,100.94999694824219,100.5,100.69000244140625,70.9618148803711,463800,AGG,2009-02-27,2009,2,27,4
2009-03-31,101.0,101.47000122070312,100.7300033569336,101.47000122070312,71.74453735351562,638100,AGG,2009-03-31,2009,3,31,1
2009-04-30,101.33000183105469,101.63999938964844,100.95999908447266,101.63999938964844,72.11421966552734,760700,AGG,2009-04-30,2009,4,30,3
2009-05-29,100.80000305175781,102.1500015258789,100.80000305175781,102.02999877929688,72.62603759765625,1142100,AGG,2009-05-29,2009,5,29,4
2009-06-30,101.9800033569336,102.30000305175781,101.91999816894531,102.1500015258789,72.93154907226562,805500,AGG,2009-06-30,2009,6,30,1
2009-07-31,102.94999694824219,103.33000183105469,102.75,103.0999984741211,73.85713958740234,1058900,AGG,2009-07-31,2009,7,31,4
2009-08-31,103.75,104.0199966430664,103.69999694824219,104.0199966430664,74.75833892822266,809600,AGG,2009-08-31,2009,8,31,0
2009-09-30,104.6500015258789,104.91999816894531,104.63999938964844,104.91999816894531,75.6466064453125,818800,AGG,2009-09-30,2009,9,30,2
2009-10-30,104.5,104.83999633789062,104.45999908447266,104.80999755859375,75.81444549560547,515200,AGG,2009-10-30,2009,10,30,4
2009-11-30,105.62999725341797,105.83000183105469,105.33999633789062,105.83000183105469,76.7896499633789,632700,AGG,2009-11-30,2009,11,30,0
2009-12-31,103.04000091552734,103.30000305175781,102.77999877929688,103.19000244140625,75.34504699707031,651800,AGG,2009-12-31,2009,12,31,3
2010-01-29,104.33999633789062,104.72000122070312,104.31999969482422,104.6500015258789,76.41112518310547,748600,AGG,2010-01-29,2010,1,29,4
2010-02-26,104.5,104.6500015258789,104.5,104.52999877929688,76.56272888183594,658600,AGG,2010-02-26,2010,2,26,4
2010-03-31,104.16999816894531,104.33999633789062,104.1500015258789,104.19999694824219,76.55754852294922,808300,AGG,2010-03-31,2010,3,31,2
2010-04-30,104.48999786376953,104.94999694824219,104.48999786376953,104.88999938964844,77.30262756347656,920200,AGG,2010-04-30,2010,4,30,4
2010-05-28,105.58000183105469,105.80999755859375,105.56999969482422,105.70999908447266,78.139404296875,658900,AGG,2010-05-28,2010,5,28,4
2010-06-30,107.31999969482422,107.3499984741211,107.04000091552734,107.25,79.52149963378906,1050800,AGG,2010-06-30,2010,6,30,2
2010-07-30,107.94000244140625,107.95999908447266,107.72000122070312,107.8499984741211,80.201171875,937100,AGG,2010-07-30,2010,7,30,4
2010-08-31,108.8499984741211,108.98999786376953,108.73999786376953,108.94000244140625,81.23316955566406,737700,AGG,2010-08-31,2010,8,31,1
2010-09-30,108.63999938964844,108.69999694824219,108.29000091552734,108.6500015258789,81.23920440673828,2628600,AGG,2010-09-30,2010,9,30,3
2010-10-29,108.44999694824219,108.55000305175781,108.36000061035156,108.55000305175781,81.36283874511719,963600,AGG,2010-10-29,2010,10,29,4
2010-11-30,107.73999786376953,107.73999786376953,107.33000183105469,107.37000274658203,80.6835708618164,767900,AGG,2010-11-30,2010,11,30,1
2010-12-31,105.37999725341797,105.75,105.37000274658203,105.75,80.13862609863281,551600,AGG,2010-12-31,2010,12,31,4
2011-01-31,105.8499984741211,105.94000244140625,105.58999633789062,105.66000366210938,80.07035827636719,1691500,AGG,2011-01-31,2011,1,31,0
2011-02-28,105.52999877929688,105.6500015258789,105.45999908447266,105.6500015258789,80.3030014038086,558200,AGG,2011-02-28,2011,2,28,0
2011-03-31,105.37000274658203,105.4000015258789,105.12999725341797,105.12999725341797,80.12389373779297,1014400,AGG,2011-03-31,2011,3,31,3
2011-04-29,106.23999786376953,106.48999786376953,106.23999786376953,106.45999908447266,81.37976837158203,499000,AGG,2011-04-29,2011,4,29,4
2011-05-31,107.31999969482422,107.62000274658203,107.27999877929688,107.45999908447266,82.38876342773438,1047300,AGG,2011-05-31,2011,5,31,1
2011-06-30,106.87000274658203,106.91000366210938,106.4000015258789,106.66999816894531,82.02200317382812,1295600,AGG,2011-06-30,2011,6,30,3
2011-07-29,107.80000305175781,108.19999694824219,107.69999694824219,108.16000366210938,83.4054183959961,1400700,AGG,2011-07-29,2011,7,29,4
2011-08-31,109.77999877929688,109.87999725341797,109.48999786376953,109.5,84.673583984375,2444400,AGG,2011-08-31,2011,8,31,2
2011-09-30,110.0,110.22000122070312,109.86000061035156,110.11000061035156,85.3260498046875,1020700,AGG,2011-09-30,2011,9,30,4
2011-10-31,109.83000183105469,110.02999877929688,109.7300033569336,110.02999877929688,85.43399047851562,1747000,AGG,2011-10-31,2011,10,31,0
2011-11-30,109.58999633789062,109.61000061035156,109.2699966430664,109.37999725341797,85.15138244628906,1280300,AGG,2011-11-30,2011,11,30,2
2011-12-30,110.51000213623047,110.63999938964844,110.23999786376953,110.25,86.30665588378906,1098300,AGG,2011-12-30,2011,12,30,4
2012-01-31,110.83999633789062,111.06999969482422,110.72000122070312,111.05000305175781,86.93289947509766,3255900,AGG,2012-01-31,2012,1,31,1
2012-02-29,110.94000244140625,110.94000244140625,110.5999984741211,110.76000213623047,86.92119598388672,1993600,AGG,2012-02-29,2012,2,29,2
2012-03-30,110.11000061035156,110.11000061035156,109.69000244140625,109.8499984741211,86.42311096191406,1121300,AGG,2012-03-30,2012,3,30,4
2012-04-30,110.7300033569336,110.7300033569336,110.58999633789062,110.5999984741211,87.20609283447266,881900,AGG,2012-04-30,2012,4,30,0
2012-05-31,111.44999694824219,111.62000274658203,111.3499984741211,111.55999755859375,88.1463623046875,2984100,AGG,2012-05-31,2012,5,31,3
2012-06-29,111.25,111.33000183105469,111.19999694824219,111.30000305175781,88.12889099121094,2052800,AGG,2012-06-29,2012,6,29,4
2012-07-31,112.58000183105469,112.6500015258789,112.43000030517578,112.58999633789062,89.32931518554688,983600,AGG,2012-07-31,2012,7,31,1
2012-08-31,112.0999984741211,112.43000030517578,112.06999969482422,112.37000274658203,89.32931518554688,1203400,AGG,2012-08-31,2012,8,31,4
2012-09-28,112.38999938964844,112.45999908447266,112.25,112.44999694824219,89.56746673583984,2745500,AGG,2012-09-28,2012,9,28,4
2012-10-31,112.04000091552734,112.23999786376953,112.0,112.19000244140625,89.52518463134766,2200200,AGG,2012-10-31,2012,10,31,2
2012-11-30,112.26000213623047,112.31999969482422,112.19000244140625,112.25,89.76754760742188,908600,AGG,2012-11-30,2012,11,30,4
